,date,time_passed,SumofNewI,SumofNewY
175,2020-06-24,175,18172.0,9513.0
176,2020-06-25,176,17816.0,8680.0
177,2020-06-26,177,17860.0,9380.0
178,2020-06-27,178,13819.0,8174.0
179,2020-06-28,179,15219.0,8657.0
180,2020-06-29,180,22096.0,10889.0
181,2020-06-30,181,19765.0,10199.0
182,2020-07-01,182,21201.0,11732.0
183,2020-07-02,183,22250.0,9977.0
184,2020-07-03,184,17179.0,9730.0
185,2020-07-04,185,14170.0,9399.0
186,2020-07-05,186,14936.0,10206.0
187,2020-07-06,187,24080.0,13356.0
188,2020-07-07,188,23885.0,11501.0
189,2020-07-08,189,24019.0,11300.0
190,2020-07-09,190,22753.0,10092.0
191,2020-07-10,191,22972.0,11369.0
192,2020-07-11,192,19621.0,9146.0
193,2020-07-12,193,16581.0,8974.0
194,2020-07-13,194,30345.0,12453.0
195,2020-07-14,195,24050.0,10870.0
196,2020-07-15,196,23111.0,11181.0
197,2020-07-16,197,21166.0,9428.0
198,2020-07-17,198,22172.0,9946.0
199,2020-07-18,199,18857.0,8571.0
200,2020-07-19,200,18378.0,8098.0
201,2020-07-20,201,24487.0,11604.0
202,2020-07-21,202,19974.0,9527.0
203,2020-07-22,203,20496.0,9592.0
204,2020-07-23,204,19786.0,8825.0
205,2020-07-24,205,19459.0,9050.0
206,2020-07-25,206,16209.0,8155.0
207,2020-07-26,207,13577.0,7670.0
208,2020-07-27,208,20318.0,10586.0
209,2020-07-28,209,18706.0,9220.0
210,2020-07-29,210,20578.0,8701.0
211,2020-07-30,211,18271.0,7881.0
212,2020-07-31,212,19855.0,8055.0
213,2020-08-01,213,14982.0,8595.0
214,2020-08-02,214,11849.0,7098.0
215,2020-08-03,215,18065.0,9518.0
216,2020-08-04,216,17445.0,8295.0
217,2020-08-05,217,16718.0,8667.0
218,2020-08-06,218,15266.0,7462.0
219,2020-08-07,219,15980.0,7843.0
220,2020-08-08,220,11799.0,7058.0
221,2020-08-09,221,10768.0,6488.0
222,2020-08-10,222,16611.0,9206.0
223,2020-08-11,223,14373.0,7572.0
224,2020-08-12,224,15808.0,7555.0
225,2020-08-13,225,17165.0,6793.0
226,2020-08-14,226,18556.0,7128.0
227,2020-08-15,227,10631.0,6586.0
228,2020-08-16,228,9793.0,6074.0
229,2020-08-17,229,16533.0,8035.0
230,2020-08-18,230,12857.0,7039.0
231,2020-08-19,231,18255.0,6890.0
232,2020-08-20,232,20129.0,6300.0
233,2020-08-21,233,21446.0,6459.0
234,2020-08-22,234,12539.0,5918.0
235,2020-08-23,235,8630.0,5809.0
236,2020-08-24,236,17542.0,7640.0
237,2020-08-25,237,12700.0,6821.0
238,2020-08-26,238,14539.0,6803.0
239,2020-08-27,239,14303.0,5952.0
240,2020-08-28,240,12473.0,6108.0
241,2020-08-29,241,8638.0,5091.0
242,2020-08-30,242,8313.0,5249.0
243,2020-08-31,243,11968.0,6722.0
244,2020-09-01,244,11610.0,6642.0
245,2020-09-02,245,11267.0,6013.0
246,2020-09-03,246,10715.0,5483.0
247,2020-09-04,247,11642.0,5706.0
248,2020-09-05,248,47352.0,5543.0
249,2020-09-06,249,7799.0,5146.0
250,2020-09-07,250,8290.0,5997.0
251,2020-09-08,251,12523.0,7017.0
252,2020-09-09,252,14235.0,6796.0
253,2020-09-10,253,11569.0,6348.0
254,2020-09-11,254,11403.0,6712.0
255,2020-09-12,255,9861.0,6135.0
256,2020-09-13,256,9091.0,6037.0
257,2020-09-14,257,13502.0,8207.0
258,2020-09-15,258,15564.0,7493.0
259,2020-09-16,259,17956.0,7528.0
260,2020-09-17,260,16318.0,6712.0
261,2020-09-18,261,13331.0,7254.0
262,2020-09-19,262,10146.0,6644.0
263,2020-09-20,263,10020.0,6927.0
264,2020-09-21,264,16654.0,9005.0
265,2020-09-22,265,19135.0,8441.0
266,2020-09-23,266,16062.0,8524.0
267,2020-09-24,267,14291.0,7745.0
268,2020-09-25,268,18073.0,8634.0
269,2020-09-26,269,13080.0,7937.0
270,2020-09-27,270,11921.0,8048.0
271,2020-09-28,271,16713.0,10377.0
272,2020-09-29,272,14879.0,9479.0
273,2020-09-30,273,18969.0,10042.0
274,2020-10-01,274,27225.0,9908.0
275,2020-10-02,275,18457.0,10198.0
276,2020-10-03,276,14408.0,10417.0
277,2020-10-04,277,13254.0,9741.0
278,2020-10-05,278,19051.0,12636.0
279,2020-10-06,279,18433.0,12658.0
280,2020-10-07,280,18575.0,12248.0
281,2020-10-08,281,18847.0,11260.0
282,2020-10-09,282,18303.0,11951.0
283,2020-10-10,283,15917.0,11489.0
284,2020-10-11,284,21574.0,11323.0
285,2020-10-12,285,23459.0,14510.0
286,2020-10-13,286,22598.0,13564.0
287,2020-10-14,287,21816.0,13736.0
288,2020-10-15,288,25032.0,12444.0
289,2020-10-16,289,26977.0,13279.0
290,2020-10-17,290,23448.0,13182.0
291,2020-10-18,291,18966.0,13759.0
292,2020-10-19,292,26251.0,17517.0
293,2020-10-20,293,25920.0,17232.0
294,2020-10-21,294,33682.0,17213.0
295,2020-10-22,295,27935.0,15581.0
296,2020-10-23,296,47011.0,17374.0
297,2020-10-24,297,22791.0,16412.0
298,2020-10-25,298,26205.0,17497.0
299,2020-10-26,299,32726.0,21969.0
300,2020-10-27,300,34714.0,21330.0
301,2020-10-28,301,41569.0,21917.0
302,2020-10-29,302,30285.0,18617.0
303,2020-10-30,303,33611.0,20151.0
304,2020-10-31,304,32477.0,20574.0
305,2020-11-01,305,30747.0,22300.0
306,2020-11-02,306,42047.0,27353.0
307,2020-11-03,307,41307.0,25599.0
308,2020-11-04,308,49932.0,26149.0
309,2020-11-05,309,44120.0,23589.0
310,2020-11-06,310,45548.0,25946.0
311,2020-11-07,311,39774.0,24171.0
312,2020-11-08,312,42498.0,23773.0
313,2020-11-09,313,55370.0,29945.0
314,2020-11-10,314,52942.0,29454.0
315,2020-11-11,315,50289.0,27538.0
316,2020-11-12,316,52007.0,24857.0
317,2020-11-13,317,54540.0,26988.0
318,2020-11-14,318,59514.0,24924.0
319,2020-11-15,319,42747.0,24523.0
320,2020-11-16,320,59167.0,28889.0
321,2020-11-17,321,57130.0,27342.0
322,2020-11-18,322,57742.0,27159.0
323,2020-11-19,323,55599.0,23990.0
324,2020-11-20,324,59020.0,27193.0
325,2020-11-21,325,45345.0,25080.0
326,2020-11-22,326,41857.0,22702.0
327,2020-11-23,327,62994.0,29022.0
328,2020-11-24,328,86116.0,27178.0
329,2020-11-25,329,62273.0,27498.0
330,2020-11-26,330,35745.0,21864.0
331,2020-11-27,331,53391.0,26514.0
332,2020-11-28,332,50857.0,26583.0
333,2020-11-29,333,45496.0,27369.0
334,2020-11-30,334,78053.0,35017.0
335,2020-12-01,335,84418.0,33128.0
336,2020-12-02,336,70240.0,29750.0
337,2020-12-03,337,69920.0,27787.0
338,2020-12-04,338,68829.0,29670.0
339,2020-12-05,339,57045.0,26882.0
340,2020-12-06,340,48795.0,24222.0
341,2020-12-07,341,76882.0,32730.0
342,2020-12-08,342,116254.0,30086.0
343,2020-12-09,343,74022.0,28320.0
344,2020-12-10,344,71537.0,27044.0
345,2020-12-11,345,72385.0,27884.0
346,2020-12-12,346,55148.0,26444.0
347,2020-12-13,347,47432.0,24309.0
348,2020-12-14,348,77160.0,30180.0
349,2020-12-15,349,73954.0,27131.0
350,2020-12-16,350,69748.0,25242.0
351,2020-12-17,351,70116.0,23486.0
352,2020-12-18,352,68035.0,24861.0
353,2020-12-19,353,52512.0,22821.0
354,2020-12-20,354,44836.0,22155.0
355,2020-12-21,355,72790.0,23933.0
356,2020-12-22,356,74130.0,23603.0
357,2020-12-23,357,69492.0,24439.0
358,2020-12-24,358,54548.0,24204.0
359,2020-12-25,359,36921.0,22555.0
360,2020-12-26,360,57452.0,27219.0
361,2020-12-27,361,50767.0,26974.0
362,2020-12-28,362,87987.0,33324.0
363,2020-12-29,363,87931.0,28581.0
364,2020-12-30,364,89216.0,27360.0
365,2020-12-31,365,126822.0,27669.0
366,2021-01-01,366,48251.0,28548.0
367,2021-01-02,367,62455.0,27444.0
368,2021-01-03,368,55505.0,26907.0
369,2021-01-04,369,89974.0,32400.0
370,2021-01-05,370,86008.0,28167.0
371,2021-01-06,371,87501.0,24574.0
372,2021-01-07,372,76231.0,24171.0
373,2021-01-08,373,83855.0,24068.0
374,2021-01-09,374,56615.0,23205.0
375,2021-01-10,375,43881.0,21411.0
376,2021-01-11,376,71207.0,25632.0
377,2021-01-12,377,66824.0,23244.0
378,2021-01-13,378,63788.0,22097.0
379,2021-01-14,379,60574.0,20558.0
380,2021-01-15,380,59520.0,22195.0
381,2021-01-16,381,46561.0,19536.0
382,2021-01-17,382,37272.0,17943.0
383,2021-01-18,383,47537.0,21112.0
384,2021-01-19,384,54465.0,20542.0
385,2021-01-20,385,49679.0,20928.0
386,2021-01-21,386,50314.0,19398.0
387,2021-01-22,387,46782.0,19287.0
388,2021-01-23,388,35621.0,18239.0
389,2021-01-24,389,29010.0,15463.0
390,2021-01-25,390,42769.0,18906.0
391,2021-01-26,391,46425.0,18110.0
392,2021-01-27,392,41276.0,16612.0
393,2021-01-28,393,40068.0,15670.0
394,2021-01-29,394,47574.0,15029.0
395,2021-01-30,395,28259.0,13569.0
396,2021-01-31,396,23666.0,12687.0
397,2021-02-01,397,31357.0,15436.0
398,2021-02-02,398,30408.0,14116.0
399,2021-02-03,399,31367.0,13353.0
400,2021-02-04,400,29108.0,12403.0
401,2021-02-05,401,28217.0,12553.0
402,2021-02-06,402,23363.0,10974.0
403,2021-02-07,403,17819.0,9630.0
404,2021-02-08,404,25732.0,11575.0
405,2021-02-09,405,27890.0,10537.0
406,2021-02-10,406,27707.0,10311.0
407,2021-02-11,407,28942.0,9780.0
408,2021-02-12,408,22987.0,9265.0
409,2021-02-13,409,17495.0,8241.0
410,2021-02-14,410,0.0,164.0
411,2021-02-15,411,0.0,122.0
412,2021-02-16,412,0.0,56.0
413,2021-02-17,413,0.0,33.0
414,2021-02-18,414,0.0,41.0
415,2021-02-19,415,0.0,40.0
416,2021-02-20,416,0.0,20.0
417,2021-02-21,417,0.0,16.0
418,2021-02-22,418,0.0,49.0
419,2021-02-23,419,0.0,26.0
420,2021-02-24,420,0.0,28.0
421,2021-02-25,421,0.0,23.0
422,2021-02-26,422,0.0,24.0
423,2021-02-27,423,0.0,21.0
